performance_id,student_id,course_id,semester,attendance_score,participation_score,homework_score,behavior_score,total_performance_score,teacher_comments,learning_attitude,discipline
3182,290,3,第二学期,91.4,47.2,97.5,81.5,79.4,作业完成认真，值得表扬。,良好,优秀
3183,290,4,第一学期,82.7,65.6,,92.8,77.8,学习进步明显，继续努力。,良好,良好
3184,290,5,第一学期,84.0,60.2,96.4,74.4,78.8,课堂纪律良好，表现稳定。,较差,优秀
3185,290,6,第一学期,76.4,81.9,51.3,94.7,76.1,课堂表现良好，积极参与讨论。,一般,优秀
3186,290,7,第二学期,75.8,60.7,79.6,64.7,70.2,作业完成认真，值得表扬。,一般,优秀
3187,290,8,第二学期,73.1,73.4,76.4,75.8,74.7,需要加强课堂参与度。,良好,优秀
3188,290,9,第二学期,74.3,36.1,55.1,70.8,59.1,,一般,优秀
3189,290,10,第一学期,80.0,98.3,90.2,70.6,84.8,需要加强课堂参与度。,较差,良好
3190,290,13,第二学期,72.6,,85.7,77.0,66.5,需要加强课堂参与度。,优秀,良好
3191,291,1,第二学期,77.6,,70.0,93.0,73.0,学习进步明显，继续努力。,优秀,优秀
3192,291,2,第二学期,97.0,41.0,82.3,93.1,78.3,,良好,良好
3193,291,3,第二学期,74.7,80.0,78.2,76.8,77.4,课堂纪律良好，表现稳定。,较差,优秀
3194,291,4,第二学期,91.9,66.4,69.7,79.4,76.8,需要加强课堂参与度。,良好,优秀
3195,291,5,第二学期,91.3,49.7,,99.8,79.8,需要加强课堂参与度。,一般,优秀
3196,291,6,第一学期,70.8,98.5,,92.7,89.5,课堂纪律良好，表现稳定。,优秀,良好
3197,291,7,第一学期,83.8,89.8,75.3,80.8,82.4,课堂纪律良好，表现稳定。,较差,良好
3198,291,8,第二学期,84.7,76.0,89.2,77.3,81.8,作业完成认真，值得表扬。,较差,良好
3199,291,9,第一学期,78.0,66.4,59.9,65.8,67.5,,良好,优秀
3200,291,10,第一学期,97.5,43.1,90.5,77.2,77.1,,优秀,一般
3201,291,13,第二学期,71.5,65.0,72.3,99.1,77.0,作业完成认真，值得表扬。,较差,优秀
3202,292,1,第二学期,94.4,81.1,59.9,87.8,80.8,作业完成认真，值得表扬。,一般,优秀
3203,292,2,第二学期,74.0,33.2,84.0,75.9,66.8,学习态度认真，成绩稳步提升。,较差,优秀
3204,292,3,第二学期,78.0,80.1,,66.3,69.3,,一般,一般
3205,292,4,第一学期,92.2,64.7,54.9,80.1,73.0,课堂表现良好，积极参与讨论。,良好,良好
3206,292,5,第二学期,94.9,46.9,97.9,74.2,78.5,学习态度认真，成绩稳步提升。,较差,优秀
3207,292,6,第一学期,75.2,53.8,97.7,92.0,79.7,学习态度认真，成绩稳步提升。,良好,优秀
3208,292,7,第一学期,91.7,35.7,64.8,89.0,70.3,学习态度认真，成绩稳步提升。,良好,优秀
3209,292,8,第二学期,78.7,72.4,84.1,90.8,81.5,学习态度认真，成绩稳步提升。,优秀,优秀
3210,292,9,第一学期,76.2,97.5,52.9,94.3,80.2,,优秀,优秀
3211,292,10,第一学期,76.8,93.0,89.0,92.6,87.8,,优秀,良好
3212,292,13,第一学期,91.1,62.5,85.5,72.6,77.9,需要加强课堂参与度。,优秀,一般
3213,293,1,第二学期,97.7,,65.3,84.8,82.1,作业完成认真，值得表扬。,一般,一般
3214,293,2,第二学期,94.4,46.8,77.6,70.4,72.3,需要提高作业质量。,一般,优秀
3215,293,3,第二学期,88.2,46.0,88.9,97.7,80.2,,一般,优秀
3216,293,4,第一学期,86.8,71.3,,68.4,72.4,课堂表现良好，积极参与讨论。,良好,一般
3217,293,5,第二学期,81.4,45.4,64.7,85.7,69.3,学习进步明显，继续努力。,优秀,优秀
3218,293,6,第一学期,97.2,81.7,,65.8,75.3,课堂表现良好，积极参与讨论。,优秀,优秀
3219,293,7,第一学期,92.2,44.6,63.1,88.4,72.1,课堂表现良好，积极参与讨论。,一般,一般
3220,293,8,第一学期,74.3,31.2,85.2,91.5,70.5,学习进步明显，继续努力。,优秀,优秀
3221,293,9,第二学期,90.7,42.8,62.8,82.0,69.6,,较差,优秀
3222,293,10,第一学期,78.1,,87.5,75.0,72.9,,较差,优秀
3223,293,13,第二学期,90.0,90.0,75.4,68.5,81.0,学习进步明显，继续努力。,优秀,一般
3224,294,1,第一学期,88.6,80.4,55.6,68.0,73.2,学习进步明显，继续努力。,良好,优秀
3225,294,2,第二学期,76.8,82.7,67.9,76.9,76.1,课堂表现良好，积极参与讨论。,一般,一般
3226,294,3,第一学期,80.3,58.8,83.1,98.6,80.2,需要提高作业质量。,良好,一般
3227,294,4,第二学期,81.0,75.0,57.8,94.8,77.2,需要加强课堂参与度。,优秀,优秀
3228,294,5,第一学期,92.0,42.7,56.4,77.6,67.2,课堂表现良好，积极参与讨论。,一般,一般
3229,294,6,第一学期,75.7,70.3,,66.5,65.8,课堂发言积极，思维活跃。,良好,一般
3230,294,7,第一学期,72.3,42.5,55.8,71.7,60.6,需要提高作业质量。,优秀,优秀
3231,294,8,第二学期,76.4,60.3,52.4,62.7,63.0,,良好,一般
3232,294,9,第一学期,87.9,64.8,77.0,84.6,78.6,学习态度认真，成绩稳步提升。,良好,优秀
3233,294,10,第二学期,86.3,98.0,68.3,82.9,83.9,课堂发言积极，思维活跃。,良好,良好
3234,294,13,第一学期,78.6,43.2,96.3,69.6,71.9,学习进步明显，继续努力。,较差,一般
3235,295,1,第二学期,71.5,59.6,97.4,87.2,78.9,需要提高作业质量。,一般,优秀
3236,295,2,第二学期,95.5,,,86.0,89.8,课堂纪律良好，表现稳定。,良好,优秀
3237,295,3,第二学期,93.1,38.5,81.7,86.5,75.0,作业完成认真，值得表扬。,较差,优秀
3238,295,4,第二学期,96.8,61.5,88.6,72.9,80.0,需要提高作业质量。,一般,优秀
3239,295,5,第二学期,93.3,42.2,98.3,73.2,76.8,作业完成认真，值得表扬。,良好,优秀
3240,295,6,第二学期,97.3,40.8,68.7,80.7,71.9,学习进步明显，继续努力。,良好,一般
3241,295,7,第一学期,96.9,53.6,,98.2,77.8,学习进步明显，继续努力。,良好,良好
3242,295,8,第一学期,95.6,65.1,66.4,81.9,77.2,课堂发言积极，思维活跃。,优秀,良好
3243,295,9,第二学期,98.6,78.3,60.1,81.6,79.6,课堂发言积极，思维活跃。,良好,一般
3244,295,10,第一学期,93.6,62.5,88.6,67.7,78.1,作业完成认真，值得表扬。,优秀,优秀
3245,295,13,第二学期,82.6,53.7,97.9,60.1,73.6,课堂表现良好，积极参与讨论。,良好,良好
3246,296,1,第二学期,77.6,39.6,60.7,90.7,67.1,学习进步明显，继续努力。,良好,良好
3247,296,2,第二学期,84.8,73.4,50.9,85.5,73.7,作业完成认真，值得表扬。,较差,优秀
3248,296,3,第二学期,83.1,54.8,94.0,73.5,76.3,作业完成认真，值得表扬。,良好,优秀
3249,296,4,第二学期,84.6,55.0,59.1,91.2,72.5,需要提高作业质量。,良好,优秀
3250,296,5,第二学期,73.7,63.3,91.6,81.4,77.5,需要提高作业质量。,较差,优秀
3251,296,6,第二学期,90.4,75.7,70.2,95.1,82.8,课堂纪律良好，表现稳定。,一般,一般
3252,296,7,第二学期,72.1,87.5,72.9,69.0,75.4,课堂表现良好，积极参与讨论。,一般,良好
3253,296,8,第二学期,71.5,,77.9,91.9,68.2,学习态度认真，成绩稳步提升。,良好,良好
3254,296,9,第二学期,96.3,74.8,55.9,62.8,72.5,课堂发言积极，思维活跃。,优秀,良好
3255,296,10,第一学期,81.8,79.6,76.1,65.6,75.8,课堂表现良好，积极参与讨论。,一般,优秀
3256,296,13,第一学期,95.6,71.3,81.5,62.0,77.6,需要提高作业质量。,优秀,优秀
3257,297,1,第二学期,78.9,89.1,67.2,92.8,82.0,学习进步明显，继续努力。,良好,优秀
3258,297,2,第一学期,80.1,67.0,58.8,92.9,74.7,学习态度认真，成绩稳步提升。,优秀,优秀
3259,297,3,第一学期,74.7,38.1,61.6,83.0,64.3,学习态度认真，成绩稳步提升。,较差,良好
3260,297,4,第一学期,88.0,82.3,50.3,71.4,73.0,作业完成认真，值得表扬。,一般,优秀
3261,297,5,第一学期,88.7,59.5,82.1,71.2,75.4,需要提高作业质量。,良好,优秀
3262,297,6,第二学期,90.9,84.2,84.7,89.7,87.4,,一般,一般
3263,297,7,第二学期,83.7,76.4,94.2,83.9,84.6,需要加强课堂参与度。,良好,优秀
3264,297,8,第二学期,78.3,67.8,96.7,86.6,82.3,学习态度认真，成绩稳步提升。,一般,一般
3265,297,9,第二学期,84.2,99.4,56.6,80.2,80.1,需要提高作业质量。,较差,优秀
3266,297,10,第二学期,71.0,99.0,74.5,70.7,78.8,需要提高作业质量。,良好,优秀
3267,297,13,第二学期,88.1,38.5,64.0,98.2,72.2,需要提高作业质量。,良好,良好
3268,298,1,第二学期,97.4,40.7,,84.3,71.3,需要加强课堂参与度。,较差,一般
3269,298,2,第二学期,95.7,77.0,51.9,91.2,79.0,,良好,良好
3270,298,3,第二学期,82.2,45.7,,60.9,70.7,课堂发言积极，思维活跃。,一般,优秀
3271,298,4,第一学期,89.6,70.1,96.0,82.3,84.5,课堂发言积极，思维活跃。,较差,一般
3272,298,5,第一学期,75.1,92.2,73.3,68.3,77.2,学习进步明显，继续努力。,良好,一般
3273,298,6,第二学期,88.7,35.6,58.2,99.0,70.4,需要加强课堂参与度。,良好,优秀
3274,298,7,第一学期,92.0,75.5,72.7,76.7,79.2,学习态度认真，成绩稳步提升。,优秀,一般
3275,298,8,第二学期,81.9,67.3,99.5,69.5,79.5,需要提高作业质量。,一般,良好
3276,298,9,第二学期,85.4,73.2,99.8,84.8,85.8,作业完成认真，值得表扬。,一般,优秀
3277,298,10,第一学期,87.4,87.5,72.3,63.2,77.6,作业完成认真，值得表扬。,一般,优秀
3278,298,13,第一学期,83.1,54.1,93.4,65.0,73.9,学习进步明显，继续努力。,良好,优秀
3279,299,1,第二学期,85.2,86.4,79.0,77.2,82.0,作业完成认真，值得表扬。,优秀,优秀
3280,299,2,第二学期,83.6,65.8,52.9,74.3,69.1,课堂发言积极，思维活跃。,较差,良好
3281,299,3,第二学期,73.8,88.3,57.9,62.8,70.7,需要加强课堂参与度。,优秀,一般
3282,299,4,第二学期,83.8,51.8,64.2,67.8,66.9,作业完成认真，值得表扬。,一般,优秀
3283,299,5,第二学期,87.9,96.9,58.7,62.0,76.4,课堂表现良好，积极参与讨论。,优秀,优秀
3284,299,6,第二学期,88.8,58.8,,60.2,64.5,课堂纪律良好，表现稳定。,良好,良好
3285,299,7,第一学期,86.8,75.7,84.6,72.0,79.8,需要提高作业质量。,良好,优秀
3286,299,8,第一学期,75.2,86.9,86.3,77.7,81.5,课堂表现良好，积极参与讨论。,一般,优秀
3287,299,9,第二学期,93.1,91.7,68.8,74.4,82.0,作业完成认真，值得表扬。,良好,一般
3288,299,10,第二学期,99.7,82.1,80.9,96.2,89.7,课堂表现良好，积极参与讨论。,较差,良好
3289,299,13,第一学期,95.0,91.5,59.4,63.6,77.4,课堂表现良好，积极参与讨论。,一般,一般
3290,300,1,第一学期,97.1,68.0,99.9,93.5,89.6,课堂纪律良好，表现稳定。,一般,优秀
3291,300,2,第二学期,97.7,38.6,75.2,73.9,71.3,需要提高作业质量。,良好,一般
3292,300,3,第二学期,74.4,36.5,72.0,94.2,69.3,学习态度认真，成绩稳步提升。,良好,优秀
3293,300,4,第二学期,76.3,43.9,94.4,95.4,77.5,需要提高作业质量。,较差,一般
3294,300,5,第一学期,79.9,62.4,72.9,85.1,75.1,需要加强课堂参与度。,优秀,良好
3295,300,6,第一学期,97.9,61.3,69.4,86.8,78.8,学习进步明显，继续努力。,良好,优秀
3296,300,7,第一学期,99.2,48.3,61.8,79.8,72.3,课堂纪律良好，表现稳定。,优秀,良好
3297,300,8,第一学期,96.1,63.0,,77.4,78.4,课堂纪律良好，表现稳定。,一般,良好
3298,300,9,第二学期,86.6,42.5,66.5,94.7,72.6,需要提高作业质量。,一般,良好
3299,300,10,第一学期,83.2,44.2,,79.6,65.6,课堂表现良好，积极参与讨论。,良好,优秀
3300,300,13,第一学期,79.5,99.5,80.4,89.7,87.3,课堂表现良好，积极参与讨论。,良好,一般
3301,301,1,第二学期,87.7,51.0,94.3,88.8,80.5,课堂表现良好，积极参与讨论。,优秀,优秀
3302,301,2,第二学期,99.4,,98.6,61.0,81.0,作业完成认真，值得表扬。,较差,优秀
3303,301,3,第二学期,72.2,78.2,62.5,98.3,77.8,课堂纪律良好，表现稳定。,良好,良好
3304,301,4,第一学期,73.5,35.0,,94.6,67.3,课堂纪律良好，表现稳定。,良好,优秀
3305,301,5,第一学期,94.5,89.1,92.3,82.2,89.5,作业完成认真，值得表扬。,较差,一般
3306,301,6,第一学期,70.4,40.7,54.5,62.0,56.9,课堂发言积极，思维活跃。,一般,良好
3307,301,7,第一学期,92.9,41.8,69.5,62.7,66.7,课堂表现良好，积极参与讨论。,较差,良好
3308,301,8,第一学期,77.3,56.2,69.5,65.2,67.0,课堂表现良好，积极参与讨论。,优秀,一般
3309,301,9,第一学期,76.1,,70.6,76.0,76.8,学习进步明显，继续努力。,较差,优秀
3310,301,10,第一学期,83.9,,75.3,92.0,85.6,作业完成认真，值得表扬。,较差,一般
3311,301,13,第二学期,75.9,76.5,91.6,61.7,76.4,学习态度认真，成绩稳步提升。,一般,优秀
3312,302,1,第二学期,91.3,82.3,90.3,71.0,83.7,课堂表现良好，积极参与讨论。,优秀,优秀
3313,302,2,第二学期,74.3,97.2,70.7,87.2,82.3,课堂纪律良好，表现稳定。,较差,良好
3314,302,3,第二学期,95.2,38.4,89.5,69.9,73.2,,良好,一般
3315,302,4,第一学期,74.3,57.0,91.6,92.0,78.7,需要加强课堂参与度。,良好,优秀
3316,302,5,第二学期,99.9,30.7,87.5,66.7,71.2,课堂表现良好，积极参与讨论。,良好,良好
3317,302,6,第二学期,74.4,70.4,64.7,81.2,72.7,需要提高作业质量。,一般,优秀
3318,302,7,第二学期,87.8,65.8,,69.4,75.2,课堂表现良好，积极参与讨论。,优秀,优秀
3319,302,8,第一学期,76.6,99.2,72.9,97.4,86.5,课堂表现良好，积极参与讨论。,一般,良好
3320,302,9,第一学期,85.1,46.8,,67.1,64.7,课堂发言积极，思维活跃。,优秀,优秀
3321,302,10,第二学期,85.4,65.2,92.1,62.5,76.3,学习进步明显，继续努力。,一般,良好
3322,302,13,第二学期,79.5,49.7,72.6,82.4,71.0,课堂表现良好，积极参与讨论。,较差,优秀
3323,303,1,第二学期,90.7,67.7,71.9,95.9,81.6,学习进步明显，继续努力。,一般,一般
3324,303,2,第一学期,99.7,63.1,87.8,88.2,84.7,学习进步明显，继续努力。,良好,优秀
3325,303,3,第一学期,75.1,83.0,96.1,71.3,81.4,作业完成认真，值得表扬。,良好,优秀
3326,303,4,第一学期,82.7,,71.6,82.3,72.9,学习态度认真，成绩稳步提升。,良好,优秀
3327,303,5,第二学期,82.2,47.1,69.8,95.9,73.8,作业完成认真，值得表扬。,优秀,优秀
3328,303,6,第一学期,87.6,58.9,75.1,85.8,76.8,学习进步明显，继续努力。,良好,优秀
3329,303,7,第一学期,88.4,88.3,68.4,99.8,86.2,作业完成认真，值得表扬。,一般,优秀
3330,303,8,第一学期,95.3,,58.2,99.2,74.7,学习态度认真，成绩稳步提升。,良好,优秀
3331,303,9,第二学期,79.0,31.2,79.4,90.7,70.1,需要提高作业质量。,优秀,优秀
3332,303,10,第一学期,92.2,49.1,86.9,93.9,80.5,课堂纪律良好，表现稳定。,优秀,优秀
3333,303,13,第二学期,77.0,49.5,54.9,85.4,66.7,作业完成认真，值得表扬。,较差,良好
3334,304,1,第一学期,86.5,42.9,52.3,94.3,69.0,课堂纪律良好，表现稳定。,较差,优秀
3335,304,2,第一学期,93.6,32.1,66.7,60.0,63.1,需要提高作业质量。,一般,优秀
3336,304,3,第二学期,98.2,77.8,89.3,63.5,82.2,课堂表现良好，积极参与讨论。,优秀,优秀
3337,304,4,第一学期,78.1,35.3,83.6,72.7,67.4,需要加强课堂参与度。,良好,优秀
3338,304,5,第二学期,84.9,,82.2,65.1,77.2,学习态度认真，成绩稳步提升。,优秀,良好
3339,304,6,第二学期,95.9,69.2,72.7,87.8,81.4,课堂纪律良好，表现稳定。,良好,优秀
3340,304,7,第一学期,84.2,42.9,76.6,65.7,67.3,需要加强课堂参与度。,较差,优秀
3341,304,8,第一学期,79.8,69.0,92.5,79.7,80.2,作业完成认真，值得表扬。,良好,良好
3342,304,9,第二学期,99.7,59.6,57.3,80.9,74.4,需要加强课堂参与度。,良好,优秀
3343,304,10,第一学期,75.6,,,87.5,66.8,,良好,优秀
3344,304,13,第一学期,93.4,75.8,57.7,82.4,77.3,需要提高作业质量。,优秀,优秀
3345,305,1,第二学期,71.0,69.0,93.2,62.6,74.0,学习态度认真，成绩稳步提升。,较差,良好
3346,305,2,第二学期,84.4,81.6,50.7,86.4,75.8,需要提高作业质量。,良好,优秀
3347,305,3,第二学期,89.6,82.7,95.9,84.3,88.1,作业完成认真，值得表扬。,较差,一般
3348,305,4,第一学期,77.2,33.7,62.7,69.2,60.7,课堂表现良好，积极参与讨论。,较差,优秀
3349,305,5,第二学期,87.1,44.1,90.1,93.8,78.8,学习态度认真，成绩稳步提升。,良好,一般
3350,305,6,第一学期,89.6,50.6,74.7,81.9,74.2,课堂纪律良好，表现稳定。,较差,良好
3351,305,7,第二学期,75.3,54.2,,76.8,75.2,课堂表现良好，积极参与讨论。,优秀,优秀
3352,305,8,第一学期,88.1,70.1,98.9,72.4,82.4,课堂纪律良好，表现稳定。,优秀,良好
3353,305,9,第一学期,89.7,34.4,61.7,94.9,70.2,课堂表现良好，积极参与讨论。,良好,优秀
3354,305,10,第二学期,96.0,64.7,60.5,80.0,75.3,需要提高作业质量。,良好,优秀
3355,305,13,第二学期,97.2,,59.1,60.1,71.3,学习进步明显，继续努力。,一般,优秀
3356,306,1,第一学期,83.5,66.2,87.6,83.7,80.2,需要提高作业质量。,优秀,优秀
3357,306,2,第一学期,82.0,36.9,83.3,80.0,70.5,课堂发言积极，思维活跃。,较差,优秀
3358,306,3,第一学期,96.8,64.6,97.2,67.5,81.5,,优秀,优秀
3359,306,4,第一学期,89.7,55.8,,78.4,79.1,学习态度认真，成绩稳步提升。,一般,一般
3360,306,5,第二学期,95.5,30.9,81.8,98.2,76.6,课堂发言积极，思维活跃。,良好,一般
3361,306,6,第二学期,96.7,90.4,92.3,74.5,88.5,学习进步明显，继续努力。,良好,良好
3362,306,7,第二学期,98.0,43.9,97.8,69.0,77.2,,良好,优秀
3363,306,8,第二学期,71.5,35.8,81.2,97.9,71.6,课堂表现良好，积极参与讨论。,良好,一般
3364,306,9,第二学期,84.4,94.7,68.4,73.4,80.2,,较差,良好
3365,306,10,第一学期,92.3,97.3,75.4,88.8,88.5,,较差,优秀
3366,306,13,第二学期,89.7,31.7,96.0,72.1,72.4,需要提高作业质量。,良好,一般
3367,307,1,第二学期,70.3,91.0,88.8,74.3,81.1,学习态度认真，成绩稳步提升。,优秀,一般
3368,307,2,第二学期,91.6,51.4,,69.7,72.2,学习态度认真，成绩稳步提升。,良好,一般
3369,307,3,第二学期,88.1,88.0,59.8,95.7,82.9,需要加强课堂参与度。,良好,优秀
3370,307,4,第二学期,88.8,39.4,63.7,95.9,71.9,,较差,优秀
3371,307,5,第二学期,75.8,89.0,81.2,60.3,76.6,学习进步明显，继续努力。,较差,优秀
3372,307,6,第二学期,82.4,40.7,75.3,87.7,71.5,需要加强课堂参与度。,优秀,优秀
3373,307,7,第二学期,95.9,64.3,73.2,79.7,78.3,学习态度认真，成绩稳步提升。,优秀,良好
3374,307,8,第一学期,87.6,92.7,84.8,87.7,88.2,学习进步明显，继续努力。,优秀,一般
3375,307,9,第一学期,70.6,73.1,79.2,94.2,79.3,课堂发言积极，思维活跃。,较差,一般
3376,307,10,第一学期,71.6,43.2,58.6,84.7,64.5,课堂发言积极，思维活跃。,良好,优秀
3377,307,13,第二学期,98.3,76.5,55.8,67.5,74.5,学习态度认真，成绩稳步提升。,良好,优秀
3378,308,1,第一学期,94.2,35.1,80.8,84.6,73.7,需要提高作业质量。,良好,优秀
